,UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,NO.OF_INQUIRIES,loan_default,riskcat
65138,573559,59447,82137,74.87,42,16679,51,5237,3/1/1997,Self employed,13-10-18,3,363,1,1,0,0,0,0,738,C-Very Low Risk,6,4,0,68667,102846,102846,0,1,Low Risk
224057,508026,54303,72149,76.23,136,22826,49,3682,6/2/1985,Self employed,15-09-18,8,3287,1,1,0,0,0,0,728,D-Very Low Risk,10,4,0,569733,688257,619664,0,0,Low Risk
80234,455906,48145,65352,76.51,7,22610,86,5790,27-08-97,,22-08-18,3,1052,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0,No History
78721,649037,66979,89326,77.25,5,18655,120,3330,26-08-76,Self employed,31-10-18,9,32,1,1,0,0,0,0,679,F-Low Risk,10,3,0,86094,166300,166300,0,0,Low Risk
158448,490468,71817,111327,66.47,255,23427,49,5853,3/4/1996,Self employed,5/9/2018,3,2079,1,1,0,0,0,0,705,E-Low Risk,1,1,0,44729,60000,60000,0,1,Low Risk
204152,513234,50700,70791,74.44,121,21043,86,3602,1/7/1977,Self employed,17-09-18,9,2796,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
221536,632416,35621,74177,51.23,3,18029,86,67,8/5/1981,Salaried,27-10-18,1,3554,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,Low Risk
215434,570068,61947,80572,79.43,255,23511,86,5837,25-07-96,Self employed,11/10/2018,3,3497,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
172953,482943,54259,66770,83.87,136,14610,86,3722,6/1/1986,Salaried,31-08-18,8,2512,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
43731,576468,39394,72739,56.37,1,13131,45,5075,18-08-61,Self employed,13-10-18,3,365,1,1,0,0,0,0,444,K-High Risk,1,1,1,674686,948430,948430,0,0,High Risk
118398,437504,47349,75920,64.54,159,23136,51,7185,23-07-96,Self employed,14-08-18,7,1218,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
40264,489871,58359,68000,87.65,2,23934,86,1716,3/8/1974,Salaried,4/9/2018,4,70,1,1,0,0,0,0,680,F-Low Risk,15,5,0,77288,105479,105479,0,0,Low Risk
114463,504011,53303,66440,81.28,136,23894,45,3792,21-06-94,Salaried,14-09-18,8,203,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
214192,554012,95799,174741,57.17,14,24221,67,612,22-09-96,Self employed,30-09-18,15,2993,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
112759,424433,40394,57928,72.5,3,14005,45,31,11/11/1977,Salaried,6/8/2018,1,94,1,1,1,0,0,0,708,D-Very Low Risk,5,4,0,15835,55468,55468,0,0,Low Risk
215971,580772,84033,118700,71.61,136,24224,51,3765,29-05-97,Salaried,15-10-18,8,3139,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
53550,445813,53803,61164,89.92,153,15793,86,342,23-11-90,Self employed,17-08-18,11,1235,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
65935,538357,55713,68600,83.09,248,14791,45,1801,25-05-89,Self employed,26-09-18,4,63,1,1,0,0,0,0,832,A-Very Low Risk,2,0,0,0,0,0,0,0,Low Risk
225375,598488,61613,78126,79.87,146,21344,51,2986,16-08-96,Salaried,22-10-18,14,3447,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
194455,531567,45849,70804,66.38,159,24176,86,7316,31-12-60,Self employed,24-09-18,7,3115,1,1,0,0,0,0,482,K-High Risk,2,2,1,582053,955644,955644,0,0,High Risk
200402,471552,33229,102135,34.76,120,22937,49,6932,24-12-80,Self employed,29-08-18,12,2724,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
32961,613858,73517,158954,47.18,29,15410,49,5861,10/9/1998,,24-10-18,3,1936,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
175367,595819,29529,53777,55.79,70,16692,51,2401,1/6/1979,Salaried,21-10-18,4,2490,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
194843,597134,37139,61405,61.4,79,24065,45,760,10/6/1995,Salaried,22-10-18,18,2630,1,1,0,0,0,0,737,C-Very Low Risk,1,1,0,35215,42600,42600,0,0,Low Risk
216298,518550,52600,60680,88.99,79,23620,45,748,12/12/1996,Self employed,19-09-18,18,3032,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
2877,514541,45645,70338,67.53,36,15077,86,6530,6/12/1981,Salaried,18-09-18,13,1387,1,0,0,0,1,0,748,C-Very Low Risk,1,1,0,6022,185000,185000,0,0,Low Risk
111805,536561,52736,72836,74.83,120,18732,45,6912,1/1/1966,Salaried,25-09-18,12,1530,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,Not Scored
31747,432714,75579,102926,77.73,5,23643,86,3313,1/4/1990,Salaried,11/8/2018,9,571,1,1,1,0,0,0,642,G-Low Risk,1,0,0,0,0,0,0,0,Low Risk
155394,458489,53303,63800,86.21,250,23026,86,1544,4/7/1992,Self employed,23-08-18,6,2070,1,0,0,1,0,0,801,B-Very Low Risk,5,3,0,49523,95219,95219,1,0,Low Risk
13048,592364,51803,74716,70.94,162,15805,86,1890,1/8/1988,Self employed,20-10-18,4,1054,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,7505,10507,10507,1,0,Low Risk
223149,500808,60713,76640,80.9,159,23360,45,7256,7/10/1992,Self employed,12/9/2018,7,3309,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
60210,536700,39339,75403,53.05,135,22239,86,1697,1/6/1993,Salaried,25-09-18,4,1946,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0,No History
214832,486847,34839,62878,57.25,67,16624,86,1508,26-01-79,Self employed,3/9/2018,6,3090,1,1,0,0,0,0,660,F-Low Risk,3,3,0,2833889,2927759,2927759,0,0,Low Risk
138900,436194,48849,63704,78.49,138,15943,45,3363,30-11-95,Salaried,13-08-18,9,501,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
131181,431009,58013,67693,88.64,79,21556,45,769,1/1/1995,Salaried,10/8/2018,18,267,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
37335,461122,43210,71705,62.76,8,20619,45,5318,1/1/1988,Salaried,24-08-18,3,761,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
172565,486429,30341,42940,74.52,105,20292,48,1244,1/1/1989,Salaried,31-08-18,6,2309,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
213488,518584,62713,80500,79.5,13,24476,51,4672,18-09-93,Salaried,19-09-18,8,2977,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
228570,646918,64980,78939,85.0,152,18310,86,4920,1/1/1971,Salaried,31-10-18,3,3580,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
48087,547894,48558,64343,79.26,104,20704,45,7139,3/8/1989,Salaried,29-09-18,10,410,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,1,Low Risk
161704,525554,54413,66724,83.93,15,14710,86,314,10/11/1983,Self employed,21-09-18,11,2153,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),9,0,0,0,0,0,0,1,Not Scored
91582,456997,45645,59295,79.26,77,18528,45,2265,2/4/1970,Salaried,22-08-18,4,868,1,0,0,0,1,0,339,L-Very High Risk,20,5,4,1971835,2290400,2290400,2,0,High Risk
100152,579796,34484,61708,56.72,147,17742,45,2796,6/6/1992,Salaried,15-10-18,2,1567,1,1,0,0,0,0,708,D-Very Low Risk,13,7,0,129497,206165,206165,0,1,Low Risk
47014,530226,64213,72701,89.41,16,14305,86,2997,8/6/1993,,23-09-18,14,993,1,1,0,1,0,0,300,M-Very High Risk,16,5,2,258817,246888,248788,2,0,High Risk
193664,648982,56029,74206,76.5,147,24523,86,2825,7/12/1995,Salaried,31-10-18,2,2623,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
101123,535356,60613,97890,63.75,29,15222,51,5905,4/12/1991,Self employed,25-09-18,3,158,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
182855,501460,55059,66348,85.91,16,21980,86,2997,10/7/1991,Salaried,12/9/2018,14,2467,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
182095,423611,64132,74582,88.49,13,18486,86,4630,30-06-86,Salaried,6/8/2018,8,2462,1,1,0,0,0,0,300,M-Very High Risk,7,5,1,869681,1042470,1042470,0,1,High Risk
119125,549680,47949,66850,74.2,29,18082,120,5885,25-10-89,Self employed,29-09-18,3,1559,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
152465,546186,47630,75380,66.33,8,14823,45,5265,2/11/1966,Salaried,28-09-18,3,2116,1,1,0,0,0,0,717,D-Very Low Risk,2,1,0,224507,333000,333000,0,0,Low Risk
232195,432379,56959,73750,78.64,5,17408,51,3332,5/7/1988,Self employed,11/8/2018,9,2280,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,20758,63990,63990,0,0,Low Risk
52161,502574,49478,60249,84.65,67,23525,51,1497,15-10-88,Self employed,12/9/2018,6,1598,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
121607,619124,41294,71500,59.02,18,14234,86,2694,1/1/1982,Self employed,25-10-18,4,1161,1,1,0,0,0,0,845,A-Very Low Risk,2,0,0,0,0,0,1,1,Low Risk
200619,452648,28079,65610,44.2,70,21465,86,2478,1/6/1971,Self employed,21-08-18,4,2901,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
128735,604347,53340,65687,84.99,34,15142,86,988,1/1/1977,Self employed,23-10-18,6,921,1,0,0,1,0,0,825,A-Very Low Risk,3,0,0,0,0,0,0,1,Low Risk
95408,581274,62572,88276,74.2,120,23411,86,6918,1/1/1989,Self employed,16-10-18,12,1150,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
158312,487212,64882,78000,84.62,135,14791,86,1794,13-12-62,Self employed,3/9/2018,4,2106,1,1,0,0,0,0,758,C-Very Low Risk,7,2,0,0,52000,52000,0,0,Low Risk
143373,418408,63363,90035,72.19,136,18651,48,3818,4/5/1986,Salaried,1/8/2018,8,780,1,1,0,0,0,0,585,I-Medium Risk,33,10,0,394450,380000,380000,0,0,Medium Risk
214092,581046,49349,67689,73.87,14,14198,86,821,1/1/1981,Self employed,15-10-18,15,2985,1,1,0,0,0,0,845,A-Very Low Risk,2,0,0,0,0,0,1,0,Low Risk
90024,461818,51578,67500,79.26,76,17022,45,4420,25-07-76,Self employed,24-08-18,8,1003,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0,No History
35034,503824,33435,45182,77.91,74,16686,48,2610,1/1/1964,Salaried,14-09-18,4,306,1,1,0,0,0,0,749,C-Very Low Risk,6,3,0,76450,95000,95000,0,0,Low Risk
120932,649788,47549,66283,72.72,34,22637,86,984,30-10-80,Self employed,31-10-18,6,62,1,1,0,0,0,0,708,D-Very Low Risk,5,2,0,20404,48142,48142,0,0,Low Risk
23897,540354,50078,73868,70.4,48,23601,45,6297,1/1/1976,Self employed,27-09-18,5,1421,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
30456,578593,38875,71110,55.69,11,24347,48,5968,8/8/1984,Self employed,15-10-18,3,625,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
33049,576316,56399,68400,85.0,3,18125,45,43,1/1/1980,Self employed,13-10-18,1,1194,1,0,0,1,0,0,519,K-High Risk,21,14,1,3152403,5501621,5488983,3,0,High Risk
89166,489766,48749,64010,78.11,67,16565,45,1511,6/5/1999,,4/9/2018,6,118,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
105645,617214,49578,63697,80.07,48,15912,45,6277,9/8/1993,Self employed,25-10-18,5,1552,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
219144,549988,49371,89120,57.9,120,24279,48,6931,1/1/1983,Self employed,29-09-18,12,3132,1,1,0,0,0,0,563,J-High Risk,1,1,0,83341,111735,111735,0,1,High Risk
126734,545350,64133,78651,84.23,65,23854,86,6814,1/10/1985,Self employed,28-09-18,13,1485,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
84954,637435,48349,63420,78.05,13,14241,45,4618,5/3/1970,Salaried,29-10-18,8,1844,1,1,0,0,0,0,526,J-High Risk,36,4,1,2093465,2539079,2529814,0,0,High Risk
202873,568215,58947,67396,89.77,73,21206,86,536,15-07-88,Salaried,11/10/2018,11,2825,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
193,501093,52303,66552,79.64,34,15196,86,1051,8/2/1960,Self employed,12/9/2018,6,1863,1,0,0,1,0,0,830,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
102579,567563,47349,74812,64.16,64,22076,86,3522,2/5/1985,Salaried,10/10/2018,9,1591,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
186486,629917,57113,66459,88.63,67,18166,86,1434,1/1/1978,Salaried,27-10-18,6,2599,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
144401,505350,55259,67400,83.09,146,21003,86,2989,1/1/1979,Self employed,14-09-18,14,1708,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
138386,444612,43821,58075,79.9,105,20292,48,1254,18-09-85,Salaried,17-08-18,6,1959,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1,0,Low Risk
11680,512755,37439,57100,67.43,153,16053,45,364,31-10-86,Self employed,17-09-18,11,1331,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
44511,623337,56759,68500,83.94,2,22574,51,1714,11/9/1981,Self employed,26-10-18,4,746,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
141146,439283,60147,69000,89.13,248,22239,45,1794,24-06-89,Salaried,14-08-18,4,113,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
81780,566395,57563,74132,79.99,74,23207,86,2615,1/1/1969,Self employed,10/10/2018,4,355,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
74534,575988,58509,68360,87.48,73,17786,45,272,1/1/1964,Self employed,13-10-18,11,1714,1,1,0,0,0,0,763,B-Very Low Risk,3,2,0,0,50000,50000,0,0,Low Risk
73607,599212,29984,67149,47.66,1,17916,86,4927,21-02-85,Salaried,22-10-18,3,1581,1,0,0,1,0,0,650,G-Low Risk,9,7,3,921179,964433,964433,0,0,Low Risk
125029,436375,55759,76541,74.47,136,18651,48,3687,4/5/1981,Self employed,13-08-18,8,791,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
103688,626968,71917,100645,73.63,36,23480,51,6587,3/2/1994,Salaried,26-10-18,13,1529,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
101254,462268,50020,65012,79.22,18,14115,86,2711,3/3/1982,Self employed,24-08-18,4,846,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,1,0,0,0,0,0,Not Scored
150989,425555,57659,66300,89.59,2,17383,86,1685,21-06-82,Self employed,7/8/2018,4,1972,1,1,0,0,0,0,632,G-Low Risk,4,4,0,7941534,8964974,8964974,0,0,Low Risk
113683,546547,58759,71935,83.41,77,17954,86,2288,5/5/1991,Salaried,28-09-18,4,53,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
109798,628291,74123,106419,70.48,3,22724,51,551,5/7/1988,Salaried,26-10-18,15,1697,1,1,0,0,0,0,702,E-Low Risk,9,8,0,413212,577898,527898,2,1,Low Risk
15469,476268,55013,70444,80.92,36,18039,45,6553,1/1/1996,Salaried,30-08-18,13,1044,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
9528,502760,54873,64062,88.98,61,15897,45,1315,1/7/1995,Salaried,12/9/2018,6,178,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
211057,569854,67135,104200,65.5,29,15406,48,5927,2/7/1992,Self employed,11/10/2018,3,3437,1,1,0,0,0,0,719,D-Very Low Risk,10,2,0,42730,58990,58990,0,0,Low Risk
104313,470260,40534,87470,49.16,152,23108,48,5165,31-12-82,Self employed,28-08-18,3,619,1,1,0,0,0,0,624,H-Medium Risk,1,1,1,2709,22900,22900,0,0,Medium Risk
149652,556629,54303,68800,79.94,146,13990,45,2987,20-06-92,Self employed,4/10/2018,14,1928,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
118030,572804,50803,77000,67.53,248,24100,51,1754,2/6/1972,Self employed,12/10/2018,4,1451,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
79350,469787,50078,69028,75.33,42,23232,86,5250,14-06-87,Self employed,28-08-18,3,215,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
3419,525734,59647,72575,84.74,16,18317,86,2951,20-05-96,Salaried,21-09-18,14,1701,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
116164,424547,55013,63439,89.85,19,21435,86,1829,1/1/1965,Salaried,6/8/2018,4,596,1,1,0,0,0,0,419,K-High Risk,7,4,1,24552,135156,135156,0,1,High Risk
192613,542088,57759,74530,79.83,138,15306,49,3315,12/7/1979,Salaried,27-09-18,9,2691,1,1,0,0,0,0,300,M-Very High Risk,15,8,8,148348,191757,191757,0,1,High Risk
171615,439290,58513,66350,89.68,2,24092,86,1742,5/7/1984,Self employed,14-08-18,4,2305,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
104236,532479,71817,101907,72.62,251,22993,51,6887,1/1/1986,Self employed,24-09-18,13,1266,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
16197,465864,29844,68351,46.82,152,15438,45,5136,16-10-78,Self employed,27-08-18,3,1022,1,1,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
206728,598145,48349,64806,77.15,3,13948,86,31,18-07-90,Self employed,22-10-18,1,2878,1,1,1,0,0,0,710,D-Very Low Risk,3,2,0,45859,48471,48471,2,0,Low Risk
90790,442533,50603,66431,78.28,16,15694,86,2951,1/1/1965,Salaried,16-08-18,14,1929,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
8331,471698,48131,71486,69.92,85,17139,86,2005,11/5/1987,Salaried,29-08-18,4,369,1,1,0,0,0,0,482,K-High Risk,1,1,1,3927,3927,3927,0,0,High Risk
11980,639702,40893,74060,56.04,20,22785,120,6207,27-08-78,Self employed,30-10-18,5,1317,1,1,0,0,0,0,636,G-Low Risk,12,5,1,408724,477014,477014,1,0,Low Risk
122916,626212,50493,79954,65.04,5,17980,86,3395,1/6/1990,Salaried,26-10-18,9,1589,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
171661,512981,64169,73131,89.57,43,21388,86,3944,7/5/1969,Salaried,17-09-18,8,2361,1,1,0,0,0,0,599,I-Medium Risk,1,1,1,38886,50000,50000,0,0,Medium Risk
195646,503700,50738,71288,77.15,19,15685,86,1867,1/7/1967,Self employed,14-09-18,4,2634,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
141299,547234,57459,78000,75.0,248,24038,86,1794,5/8/1983,Salaried,29-09-18,4,113,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,1,Not Scored
141148,547288,66582,80500,84.47,248,24038,86,1803,29-09-96,Salaried,29-09-18,4,113,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,2,1,Low Risk
23545,615772,49349,61000,81.97,68,18332,86,858,1/5/1995,Self employed,24-10-18,6,626,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
116665,613619,56159,68669,84.03,67,17684,45,1420,13-09-88,Salaried,24-10-18,6,953,1,1,0,1,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,1,0,0,15000,541,0,1,Not Scored
213958,479678,53839,72455,77.29,136,17783,86,3777,1/11/1992,Self employed,30-08-18,8,3293,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
9755,425661,43394,69352,64.89,17,13937,45,3241,28-11-83,,7/8/2018,17,855,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
76295,631706,50403,64803,78.85,15,15733,86,299,31-03-87,Self employed,27-10-18,11,76,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
20328,619398,44424,65100,72.96,8,15304,45,5628,1/1/1992,Self employed,25-10-18,3,690,1,1,0,0,0,0,830,A-Very Low Risk,1,0,0,0,0,0,0,1,Low Risk
99196,561555,52912,67077,82.74,65,23854,86,6814,1/1/1974,Self employed,8/10/2018,13,1041,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
158891,436591,95690,131845,74.1,29,23939,49,5916,4/10/1994,Self employed,13-08-18,3,2082,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
120207,578826,36623,72348,53.0,254,23311,86,6770,25-05-76,Salaried,15-10-18,13,130,1,0,1,1,0,0,710,D-Very Low Risk,6,2,0,57926,65206,65206,4,0,Low Risk
42941,446486,71603,96758,76.48,5,18089,86,3395,5/8/1992,Salaried,18-08-18,9,1139,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,2,2,0,162337,159980,159980,0,0,Not Scored
192757,515122,58259,78800,74.87,136,14958,51,3704,2/6/1999,,18-09-18,8,2801,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
212708,522584,50303,65368,78.02,130,15196,86,977,17-06-96,Salaried,20-09-18,6,3077,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,3124,9062,9062,1,0,Low Risk
5381,604517,68920,83650,85.0,1,18565,86,5088,1/1/1976,Self employed,23-10-18,3,877,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,1,0,0,0,0,0,0,Not Scored
4637,483394,43268,67123,67.22,65,17272,45,6851,1/3/1993,Salaried,31-08-18,13,1799,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
148548,558088,55353,100459,57.73,120,24341,51,6944,1/1/1970,Salaried,4/10/2018,12,1494,1,1,0,0,0,0,825,A-Very Low Risk,6,1,0,18814,70000,70000,0,1,Low Risk
52022,542604,50418,78330,68.94,7,18714,86,5746,1/12/1988,Salaried,27-09-18,3,1039,1,1,0,0,0,0,785,B-Very Low Risk,3,1,0,5152,20000,5152,0,0,Low Risk
152278,538630,60347,69481,89.23,67,16624,86,1508,25-11-64,Salaried,26-09-18,6,2049,1,1,0,0,0,0,455,K-High Risk,2,1,0,5500,17900,17900,0,0,High Risk
148727,584890,51578,76921,69.55,120,18643,86,6944,1/1/1974,Self employed,17-10-18,12,1494,1,1,0,0,0,0,738,C-Very Low Risk,6,2,0,17605,40000,40000,0,1,Low Risk
95589,459083,44909,61098,78.56,160,15974,86,92,16-05-95,Salaried,23-08-18,16,1450,1,1,1,0,0,0,710,D-Very Low Risk,2,2,0,19533,22442,22442,3,0,Low Risk
221284,653014,95603,146447,68.08,160,24295,67,92,1/1/1985,Self employed,31-10-18,16,3143,1,1,0,0,0,0,515,K-High Risk,5,3,1,199895,249731,249731,0,0,High Risk
66019,445588,38694,66800,60.33,8,23486,49,5290,29-05-88,Salaried,17-08-18,3,1141,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
73453,475310,44349,63074,72.93,48,21215,86,6430,3/10/1958,Salaried,30-08-18,5,1548,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
48514,503572,44849,68156,66.76,16,18317,86,3044,1/1/1969,Self employed,14-09-18,17,212,1,1,0,0,0,0,635,G-Low Risk,1,1,0,27718,0,0,0,0,Low Risk
145269,435013,58313,68707,87.33,5,13975,45,3418,2/4/1983,Self employed,12/8/2018,9,856,1,1,0,0,0,0,305,L-Very High Risk,1,0,0,0,0,0,2,1,High Risk
19540,643585,60817,86374,72.21,251,23208,49,6855,2/9/1994,Self employed,30-10-18,13,620,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
173246,420908,55013,66501,84.21,146,21498,86,2989,15-02-95,Salaried,4/8/2018,14,2353,1,1,0,0,0,0,832,A-Very Low Risk,3,0,0,0,0,0,0,0,Low Risk
82294,424561,45849,54450,85.58,72,16682,45,475,8/7/1972,Self employed,6/8/2018,11,1134,1,1,0,0,0,0,663,F-Low Risk,11,7,0,2262967,3211382,3211382,0,0,Low Risk
192702,435186,43494,59700,74.71,136,14958,51,3696,20-08-92,Salaried,13-08-18,8,2801,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
129405,520437,59912,72900,85.0,162,15805,86,1908,6/5/1972,Self employed,20-09-18,4,374,1,0,0,1,0,0,738,C-Very Low Risk,3,3,0,24290,57700,57700,0,0,Low Risk
189477,470066,48349,68000,73.53,68,18059,86,854,1/1/1996,Salaried,28-08-18,6,2609,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
208797,438697,42735,58370,77.95,65,16166,48,6803,11/1/1990,Self employed,14-08-18,13,2414,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
110546,438482,42394,82903,53.07,104,23786,145,7125,16-11-88,Salaried,14-08-18,10,733,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
30442,520901,49303,69344,73.55,11,15893,86,6013,26-02-73,Self employed,20-09-18,3,625,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
219338,580971,55243,67699,87.15,160,22417,51,5,28-12-69,Salaried,15-10-18,1,3124,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
72247,611442,60213,78000,78.85,135,20672,51,1798,2/2/1981,Salaried,24-10-18,4,1326,1,1,0,0,0,0,730,D-Very Low Risk,3,3,0,361134,870553,807511,0,1,Low Risk
224680,550222,33484,62795,55.74,159,23360,45,7201,1/1/1972,Self employed,29-09-18,7,3349,1,1,0,0,0,0,707,D-Very Low Risk,1,1,0,181,50000,50000,0,0,Low Risk
