,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
46474,France,"In this rich, full wine, impressive fruits and structure work together. It feels weighty, concentrated and tannic while also having layers of juicy ripe black currant fruits. Give this solid wine several years and don't drink before 2018.",,92,23.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Bel Air 2011  Haut-Médoc,Bordeaux-style Red Blend,Château Bel Air
72976,US,"This is 100% Syrah, grown in the highly regarded Stolpman Vineyard. The wine itself is lush with complex raspberry, cherry, mocha and sweet oak flavors. The acidity is strikingly brisk. Drink up.",Faction,88,28.0,California,Santa Ynez Valley,Central Coast,,,Archium 2011 Faction Syrah (Santa Ynez Valley),Syrah,Archium
22681,US,"Tart, young and focused, this brings cranberry and black cherry fruit forward, with a lively, spicy mouthfeel. Flavors are battened down with bracing acidity and firm tannins. Give this an hour or more of breathing time, or decant.",Sims Vineyard,90,55.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Rex Hill 2013 Sims Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill
97176,Spain,"The first 2007 reds from Spain are now appearing, and it seems like talk of a tough vintage are being confirmed. This wine is sheer and miserly. The nose is gaseous, while the flavors of blackberry and spice are seared by sharp, overt acidity. Shrill and not nearly as generous as the '06.",,82,13.0,Northern Spain,Bierzo,,Michael Schachner,@wineschach,Luna Beberide 2007 Mencía (Bierzo),Mencía,Luna Beberide
13858,US,"Granted, this is a young wine, but on first impression it imparts a raw, burly earthiness that's hard to completely embrace, with a sense of cooked mushrooms and sour cherry around soft, light-bodied tannins. Give it plenty of air.",,86,23.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Noble Tree 2014 Grenache (Russian River Valley),Grenache,Noble Tree
32585,Spain,Dry apple and pine-needle aromas are punchy on this blend of 80% Grenache Blanc and 20% Macabeo. An uneventful palate is fresh but simple. This wine tastes mostly of bitter grape skins and almond skins. Modest apple and grapefruit notes show on the finish.,Bruberry Blanc,86,27.0,Catalonia,Montsant,,Michael Schachner,@wineschach,Portal del Montsant 2015 Bruberry Blanc White (Montsant),White Blend,Portal del Montsant
59158,US,"Made in the Mazzocco style, this Zin is enormously high in alcohol, namely 16.1%, and is fully dry. Shows a Porty headiness, with berry flavors that veer into chocolate-covered raisins and prunes.",Reserve Pony,84,50.0,California,Dry Creek Valley,Sonoma,,,Mazzocco 2006 Reserve Pony Zinfandel (Dry Creek Valley),Zinfandel,Mazzocco
79876,Chile,"This limestone-reared wine aspires to be a Chardonnay leader in Chile, but so far its track record lags behind its desires. This version smells minerally like a multivitamin, but not fruity. A blocky palate is oily in texture, while this tastes briny and of sour citrus and stone fruits. A savory finish tastes oaky and muddled.",Talinay,83,30.0,Limarí Valley,,,Michael Schachner,@wineschach,Viña Tabalí 2015 Talinay Chardonnay (Limarí Valley),Chardonnay,Viña Tabalí
75657,France,"This is a well-balanced and rich wine, with its tannins and acids giving it a sense of structure. With its black cherry and plum skin flavors, this is firm and smooth.",Haute Ronze,87,15.0,Beaujolais,Régnié,,Roger Voss,@vossroger,Domaine Dupré 2011 Haute Ronze  (Régnié),Gamay,Domaine Dupré
67632,France,"A very perfumed, fragrant and refreshing wine. It is full in the mouth, ripe, smelling of hedgerow blossoms and having a touch of spring in its fruits. Ready to drink, but also keep until 2016.",Cuvée Tradition,87,14.0,Alsace,Alsace,,Roger Voss,@vossroger,Pierre and Charles Sparr 2011 Cuvée Tradition Riesling (Alsace),Riesling,Pierre and Charles Sparr
48964,Italy,"Jammy notes of strawberry and raspberry preserves open the nose of this overripe Morellino di Scansano. The wine is dark and concentrated but all that mature fruit leaves a raw, chewy sensation on the finish.",,83,20.0,Tuscany,Morellino di Scansano,,,,Poggio Lungo 2008  Morellino di Scansano,Sangiovese,Poggio Lungo
41455,France,"This wine is surprisingly soft for a Pommard. Juicy red fruits have been spiced by the wood aging. It is light, gently crisp and ready to drink.",Clos Blanc Premier Cru,86,60.0,Burgundy,Pommard,,Roger Voss,@vossroger,Domaine A. Machard de Gramont 2014 Clos Blanc Premier Cru  (Pommard),Pinot Noir,Domaine A. Machard de Gramont
42499,US,"The alcohol is refreshingly low on this wine, making it delicate in the mouth. It's also full of lemon, peach and vanilla flavors. Easy to drink with hors d'oeuvres.",Timber Crest Vineyard,85,20.0,California,Dry Creek Valley,Sonoma,,,Kokomo 2012 Timber Crest Vineyard Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Kokomo
38011,Spain,"This is Luna Beberide's “kitchen sink” blend consisting of Mencia, Merlot and Cabernet Sauvignon. The wine has blackberry and violet aromas, and as a whole it's inviting and smooth. Flavors of berry fruit are solid but modest, while herbal accents and baking spice notes jazz things up. With more follow-through and some artistic touches, this could be even better. As is, it's a perfectly good red blend.",Tierras de Luna,87,30.0,Northern Spain,Vino de la Tierra de Castilla y León,,Michael Schachner,@wineschach,Luna Beberide 2005 Tierras de Luna Red (Vino de la Tierra de Castilla y León),Red Blend,Luna Beberide
126437,US,"All coming from a single block of the winery's estate vineyard, this is a 100% varietal, aged in half new French oak. It's drinking young with reticent notes of olive, coffee, boysenberry and cherry. The acids are quite tart—taking days to settle down—buffeted by firm, gritty tannins.",Block 1 Estate Grown,88,58.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Canoe Ridge 2010 Block 1 Estate Grown Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Canoe Ridge
89794,Italy,"This opens with attractive aromas of pressed rose, woodland berry, dried herb and a whiff of baking spice. The robust palate shows sour, almost unripe cherry, clove, mocha and anisette. The warmth of evident alcohol closes the finish.",Bricco Ambrogio,89,60.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Negretti 2011 Bricco Ambrogio  (Barolo),Nebbiolo,Negretti
89783,Italy,"This solid Barolo opens with aromas of mature dark berry, licorice, clove, chewing tobacco and a whiff of crushed flower. The palate reveals red cherry, strawberry, white pepper and thyme alongside bracing tannins. Drink after 2019.",Vigna Case Nere,89,,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Casetta 2011 Vigna Case Nere  (Barolo),Nebbiolo,Casetta
32247,France,"Yeasty funk still obscures the aromas on the nose. The palate, however, speaks of fluid freshness, of richness and power channelled into precision and softness. The palate is bone dry and we can thus witness the brightness of the fresh acidity counteract masterfully with the richness of a balm-like textured body, leaving a streamlined and elegant Pinot Gris. The length just gets you.",Rosenberg,94,28.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Barmès-Buecher 2014 Rosenberg Pinot Gris (Alsace),Pinot Gris,Domaine Barmès-Buecher
73008,US,"This wine shows a lovely bouquet of red cherries, purple flowers, rooibos tea and smoky mushrooms. These carry over to the palate and meld with an herbacious bounty of dried thyme and rosemary. Bright acidity and smooth tannins result in a gorgeously long and complex finish.",Gilbert's Vineyard,89,25.0,Virginia,Monticello,,Carrie Dykes,,Lovingston 2014 Gilbert's Vineyard Pinotage (Monticello),Pinotage,Lovingston
120822,France,"This is a delicious fruity wine, pink in color and with a swathe of crisp red-currant fruitiness. It is bright with acidity and forward fruit. Drink this attractive wine now.",Cuvée Eglantine,88,15.0,Southwest France,Marcillac,,Roger Voss,@vossroger,Domaine Laurens 2016 Cuvée Eglantine  (Marcillac),Rosé,Domaine Laurens
26670,US,"This single-vineyard blend's flavors run through all the berries right into dense cassis. It gathers more strength as it rolls through the midpalate, layering in earth and black cherries, with char and toast more noticeable than in the other Tamarack reds.",DuBrul Vineyard Reserve,93,45.0,Washington,Rattlesnake Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Tamarack Cellars 2007 DuBrul Vineyard Reserve Red (Rattlesnake Hills),Bordeaux-style Red Blend,Tamarack Cellars
32114,Italy,"Aromas of white peach, banana, yellow apple and candied lemon peel carry over to the creamy, rather sweet palate along with a confectionery note. Fresh acidity lifts the rich flavors while a hint of almond gives it a slightly bitter finish.",Arzanà Dry,88,29.0,Veneto,Valdobbiadene Superiore di Cartizze,,Kerin O’Keefe,@kerinokeefe,Astoria NV Arzanà Dry  (Valdobbiadene Superiore di Cartizze),Glera,Astoria
31820,US,"This blend of four Italian grape varieties melds highlights of oak spices and pepper with just-ripe cherry and raspberry flavors for a tasty, complex but not heavy personality. The texture is mildly tannic, the balance is spot-on and it has an appetizing, crisp finish.",Quadriga Hopland Ranches Estate Bottled,90,28.0,California,Mendocino,,Jim Gordon,@gordone_cellars,Brutocao 2014 Quadriga Hopland Ranches Estate Bottled Red (Mendocino),Red Blend,Brutocao
51249,US,"This is your typical inexpensive California Chardonnay. It's overtly fruity with orange, pineapple, vanilla bean and buttered toast flavors.",,83,11.0,California,Monterey County,Central Coast,,,Cooper Station 2012 Chardonnay (Monterey County),Chardonnay,Cooper Station
33121,Portugal,"Light-textured wine, with its berry fruits dominant. Hints of wood aging balance with fruit tannins and acidity. Very accessible, the finish earthy and rustic.",,84,10.0,Alentejo,,,Roger Voss,@vossroger,Alente 2007 Red (Alentejo),Portuguese Red,Alente
30238,US,"This 100% Petite Sirah is very, very sweet. When the palate experiences this much concentrated brown sugar and caramel, it exults. The problem is that sweetness is pretty much all there is. You'll find blackberry jam and chocolate.",Royal Escort Paladini Vineyard,86,72.0,California,Napa Valley,Napa,,,Prager 2007 Royal Escort Paladini Vineyard Port (Napa Valley),Port,Prager
107568,Argentina,"Minty, roasted berry aromas open this well-built Cabernet that's packed with plum, raspberry and wood-spice flavors. There's nothing complicated about this lively, oaky wine that runs long on the finish.",Punto Final Estate Grown,88,12.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Renacer 2014 Punto Final Estate Grown Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Bodega Renacer
58381,Australia,"This medium-bodied wine is a bit austere and crisp, with cherry fruit accented by hints of mint and beetroot.",Windy Peak,85,18.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,De Bortoli 2012 Windy Peak Pinot Noir (Yarra Valley),Pinot Noir,De Bortoli
127568,US,"Released from Hahn, the Central Coast producer, this wine is so good, it easily stands beside far more expensive bottlings. It's dry and full-bodied and complex, just what you want in a Cab, and shows classic flavors of ripe blackberries, sweet black currants and smoky cedar. Production was 2,200 cases, and it's worth the search.",,91,16.0,California,California,California Other,,,Bin 36 2007 Cabernet Sauvignon (California),Cabernet Sauvignon,Bin 36
74472,US,"This wine is bold and full bodied, big enough for a grilled steak, with powerful ripe fruit flavors like black cherry and blackberry. Firm-enough tannins add grip to the texture, with slightly smoky, peppery accents on the finish.",Redwood's Edge,91,60.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Black Kite 2013 Redwood's Edge Pinot Noir (Anderson Valley),Pinot Noir,Black Kite
40062,Chile,"An aggressive, forward, high-acid wine with a lot of quality as well. The nose mixes dried cheese, leather, heat and savory red fruit aromas, while the palate rides a tight line of acidity toward angular raspberry and cherry flavors. Very zesty, tart and lively, but also deep in terms of minerality, freshness and potency. Drink now through 2012.",Edición Limitada,87,22.0,Loncomilla Valley,,,Michael Schachner,@wineschach,Morandé 2007 Edición Limitada Carignan (Loncomilla Valley),Carignan,Morandé
96310,France,"With ripe fruits and solid tannins, this is going to be a rich wine. It has plenty of acidity to balance this richness. At the same time, the tannins are going to allow it to age well. Drink from 2023.",Carelle sous la Chapelle Premier Cru,92,120.0,Burgundy,Volnay,,Roger Voss,@vossroger,Domaine Rossignol-Février Père et Fils 2015 Carelle sous la Chapelle Premier Cru  (Volnay),Pinot Noir,Domaine Rossignol-Février Père et Fils
2587,Australia,"The most aromatically complex of the FE 2012 Rieslings, the Poison Hill offers beguiling scents of tangerine sherbet and Earl Grey tea. It's almost too perfumy for its soft, medium-bodied structure and slightly dusty-textured finish, but those floral elements are also its appeal. Drink now–2020+.",Poison Hill Vineyard,90,35.0,Western Australia,Frankland River,,Joe Czerwinski,@JoeCz,Frankland Estate 2012 Poison Hill Vineyard Riesling (Frankland River),Riesling,Frankland Estate
58876,South Africa,"This unoaked white offers rounded tropical fruit aromas and flavors like pineapple, melon and pear. The style is straightforward and exuberant, with balanced acidity and a fruity, lush finish. Keep on the table for everyday enjoyment.",,85,10.0,Western Cape,,,Susan Kostrzewa,@suskostrzewa,Fairvalley 2008 Chenin Blanc (Western Cape),Chenin Blanc,Fairvalley
53752,Spain,"Earthy aromas of cola, coffee and saucy plum lead to a palate that at first seems loud and acidic but which comes around. Plum and berry flavors are accented by oaky vanilla and citrus peel, while this is bright on the finish due to lasting acidity. Drink through 2023.",Rioja Bordón Gran Reserva,90,25.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Franco-Españolas 2007 Rioja Bordón Gran Reserva  (Rioja),Tempranillo Blend,Bodegas Franco-Españolas
